image_path,image_size,image_spacing
/mnt/scratch/data/Totalsegmentator_dataset/s1143/ct.nii.gz,"(266, 266, 479)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0951/ct.nii.gz,"(243, 243, 227)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0649/ct.nii.gz,"(265, 265, 388)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1097/ct.nii.gz,"(108, 108, 127)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0988/ct.nii.gz,"(333, 333, 273)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0019/ct.nii.gz,"(221, 221, 407)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0644/ct.nii.gz,"(272, 272, 389)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0510/ct.nii.gz,"(209, 209, 197)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1045/ct.nii.gz,"(299, 205, 645)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0907/ct.nii.gz,"(267, 267, 262)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0760/ct.nii.gz,"(247, 247, 288)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0469/ct.nii.gz,"(210, 210, 236)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0718/ct.nii.gz,"(205, 205, 229)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1058/ct.nii.gz,"(209, 209, 232)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0443/ct.nii.gz,"(263, 263, 92)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1303/ct.nii.gz,"(113, 113, 388)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0987/ct.nii.gz,"(116, 116, 134)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0350/ct.nii.gz,"(266, 266, 415)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1278/ct.nii.gz,"(304, 304, 239)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1236/ct.nii.gz,"(325, 325, 136)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0574/ct.nii.gz,"(251, 251, 441)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0816/ct.nii.gz,"(233, 212, 204)","(1.5, 1.5, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s0506/ct.nii.gz,"(231, 231, 177)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1112/ct.nii.gz,"(213, 213, 220)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0743/ct.nii.gz,"(231, 231, 207)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1305/ct.nii.gz,"(221, 221, 278)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0668/ct.nii.gz,"(183, 183, 246)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0244/ct.nii.gz,"(288, 288, 287)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0327/ct.nii.gz,"(222, 166, 429)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0245/ct.nii.gz,"(277, 277, 95)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0653/ct.nii.gz,"(147, 147, 107)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1223/ct.nii.gz,"(261, 150, 427)","(1.4999998807907104, 1.5000001192092896, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s1207/ct.nii.gz,"(301, 301, 405)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0685/ct.nii.gz,"(263, 263, 520)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0851/ct.nii.gz,"(164, 164, 146)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1380/ct.nii.gz,"(320, 320, 543)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0747/ct.nii.gz,"(266, 266, 211)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0597/ct.nii.gz,"(261, 261, 161)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1161/ct.nii.gz,"(313, 313, 544)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1194/ct.nii.gz,"(162, 162, 147)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1040/ct.nii.gz,"(135, 165, 190)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0277/ct.nii.gz,"(224, 162, 224)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0287/ct.nii.gz,"(317, 317, 835)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0769/ct.nii.gz,"(245, 245, 191)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1237/ct.nii.gz,"(198, 155, 141)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1174/ct.nii.gz,"(279, 178, 481)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1050/ct.nii.gz,"(255, 122, 218)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0862/ct.nii.gz,"(272, 272, 183)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0648/ct.nii.gz,"(272, 198, 401)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0970/ct.nii.gz,"(333, 333, 511)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1317/ct.nii.gz,"(213, 213, 48)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1382/ct.nii.gz,"(279, 279, 465)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0746/ct.nii.gz,"(233, 233, 294)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0922/ct.nii.gz,"(121, 143, 120)","(1.5, 1.5, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s0433/ct.nii.gz,"(233, 233, 175)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0429/ct.nii.gz,"(254, 254, 433)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0181/ct.nii.gz,"(245, 245, 52)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1273/ct.nii.gz,"(263, 263, 465)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0014/ct.nii.gz,"(286, 286, 308)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1083/ct.nii.gz,"(240, 160, 187)","(1.5000001192092896, 1.4999998807907104, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s1216/ct.nii.gz,"(315, 315, 317)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0247/ct.nii.gz,"(227, 227, 88)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0749/ct.nii.gz,"(260, 260, 313)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0261/ct.nii.gz,"(223, 223, 191)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1301/ct.nii.gz,"(275, 275, 263)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0993/ct.nii.gz,"(146, 146, 107)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1158/ct.nii.gz,"(231, 231, 166)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0460/ct.nii.gz,"(115, 139, 102)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0169/ct.nii.gz,"(81, 109, 145)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0370/ct.nii.gz,"(437, 202, 437)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0565/ct.nii.gz,"(246, 246, 204)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1169/ct.nii.gz,"(151, 151, 106)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1023/ct.nii.gz,"(335, 205, 265)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0971/ct.nii.gz,"(285, 285, 183)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0699/ct.nii.gz,"(248, 248, 258)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1330/ct.nii.gz,"(221, 221, 231)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0071/ct.nii.gz,"(308, 308, 278)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0188/ct.nii.gz,"(311, 311, 219)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0146/ct.nii.gz,"(259, 176, 211)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0395/ct.nii.gz,"(333, 333, 38)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1261/ct.nii.gz,"(240, 240, 138)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0436/ct.nii.gz,"(238, 158, 421)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0486/ct.nii.gz,"(249, 249, 130)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0030/ct.nii.gz,"(309, 309, 317)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0072/ct.nii.gz,"(286, 286, 269)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1403/ct.nii.gz,"(258, 258, 317)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0106/ct.nii.gz,"(197, 197, 181)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1242/ct.nii.gz,"(263, 263, 84)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1179/ct.nii.gz,"(117, 117, 136)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0308/ct.nii.gz,"(271, 166, 391)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0873/ct.nii.gz,"(207, 207, 179)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0299/ct.nii.gz,"(270, 112, 270)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1350/ct.nii.gz,"(333, 333, 539)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1294/ct.nii.gz,"(238, 238, 278)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1015/ct.nii.gz,"(127, 127, 168)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1146/ct.nii.gz,"(211, 211, 195)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1131/ct.nii.gz,"(365, 180, 299)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0231/ct.nii.gz,"(248, 158, 237)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1353/ct.nii.gz,"(249, 249, 212)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0421/ct.nii.gz,"(245, 245, 171)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0339/ct.nii.gz,"(240, 240, 281)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0128/ct.nii.gz,"(261, 261, 52)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1052/ct.nii.gz,"(236, 236, 221)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0362/ct.nii.gz,"(285, 285, 418)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1162/ct.nii.gz,"(222, 222, 203)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0115/ct.nii.gz,"(303, 303, 283)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0149/ct.nii.gz,"(80, 108, 153)","(1.4999998807907104, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0775/ct.nii.gz,"(224, 175, 174)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1066/ct.nii.gz,"(235, 235, 203)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1106/ct.nii.gz,"(110, 110, 92)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1234/ct.nii.gz,"(218, 122, 257)","(1.5000001192092896, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0353/ct.nii.gz,"(47, 129, 309)","(1.5, 1.5, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s1287/ct.nii.gz,"(239, 239, 440)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0193/ct.nii.gz,"(278, 174, 278)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0286/ct.nii.gz,"(261, 261, 156)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0232/ct.nii.gz,"(279, 148, 279)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0438/ct.nii.gz,"(255, 255, 202)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0721/ct.nii.gz,"(227, 227, 265)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0544/ct.nii.gz,"(216, 216, 87)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1149/ct.nii.gz,"(215, 183, 329)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0821/ct.nii.gz,"(213, 213, 244)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0896/ct.nii.gz,"(261, 261, 431)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1132/ct.nii.gz,"(245, 245, 214)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0939/ct.nii.gz,"(233, 233, 440)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0698/ct.nii.gz,"(239, 239, 185)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0709/ct.nii.gz,"(215, 215, 274)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0996/ct.nii.gz,"(242, 242, 64)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0006/ct.nii.gz,"(216, 216, 217)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1355/ct.nii.gz,"(299, 299, 201)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0651/ct.nii.gz,"(277, 218, 277)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0458/ct.nii.gz,"(243, 243, 291)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0865/ct.nii.gz,"(115, 119, 155)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0455/ct.nii.gz,"(220, 220, 207)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1365/ct.nii.gz,"(277, 277, 438)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1048/ct.nii.gz,"(235, 235, 33)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1209/ct.nii.gz,"(303, 303, 446)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0949/ct.nii.gz,"(101, 180, 225)","(1.4999998807907104, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1059/ct.nii.gz,"(245, 150, 147)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1177/ct.nii.gz,"(121, 137, 67)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0798/ct.nii.gz,"(236, 178, 211)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0138/ct.nii.gz,"(221, 221, 215)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0894/ct.nii.gz,"(269, 269, 445)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1276/ct.nii.gz,"(240, 221, 411)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0369/ct.nii.gz,"(248, 248, 439)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1120/ct.nii.gz,"(247, 247, 407)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0773/ct.nii.gz,"(221, 221, 190)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0957/ct.nii.gz,"(248, 248, 437)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1243/ct.nii.gz,"(139, 139, 150)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1259/ct.nii.gz,"(165, 165, 120)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0319/ct.nii.gz,"(270, 213, 338)","(1.5, 1.5000001192092896, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s1014/ct.nii.gz,"(111, 133, 116)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1390/ct.nii.gz,"(285, 285, 335)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1388/ct.nii.gz,"(316, 316, 525)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0439/ct.nii.gz,"(307, 221, 334)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1326/ct.nii.gz,"(221, 221, 440)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0249/ct.nii.gz,"(285, 285, 69)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0361/ct.nii.gz,"(299, 190, 483)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1201/ct.nii.gz,"(224, 224, 184)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0254/ct.nii.gz,"(178, 168, 168)","(1.5, 1.5, 1.4999998807907104)"
/mnt/scratch/data/Totalsegmentator_dataset/s0899/ct.nii.gz,"(286, 286, 456)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0031/ct.nii.gz,"(288, 288, 280)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0058/ct.nii.gz,"(298, 298, 325)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0572/ct.nii.gz,"(185, 185, 133)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0081/ct.nii.gz,"(135, 153, 153)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1145/ct.nii.gz,"(220, 220, 415)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1032/ct.nii.gz,"(81, 155, 167)","(1.4999998807907104, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0982/ct.nii.gz,"(347, 247, 513)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0559/ct.nii.gz,"(188, 140, 147)","(1.5, 1.5, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s0763/ct.nii.gz,"(292, 292, 514)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0336/ct.nii.gz,"(123, 123, 130)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0454/ct.nii.gz,"(311, 311, 221)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0550/ct.nii.gz,"(294, 294, 462)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1034/ct.nii.gz,"(184, 184, 233)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0390/ct.nii.gz,"(247, 247, 299)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0053/ct.nii.gz,"(333, 333, 346)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0662/ct.nii.gz,"(267, 267, 419)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1089/ct.nii.gz,"(265, 265, 550)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0715/ct.nii.gz,"(226, 226, 47)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0065/ct.nii.gz,"(243, 243, 409)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0184/ct.nii.gz,"(223, 188, 189)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0935/ct.nii.gz,"(131, 131, 151)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0784/ct.nii.gz,"(221, 221, 215)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1031/ct.nii.gz,"(287, 287, 419)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1151/ct.nii.gz,"(241, 241, 379)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0166/ct.nii.gz,"(200, 321, 321)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1037/ct.nii.gz,"(250, 216, 285)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1395/ct.nii.gz,"(281, 281, 409)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1196/ct.nii.gz,"(244, 244, 73)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1051/ct.nii.gz,"(181, 181, 129)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1405/ct.nii.gz,"(255, 255, 287)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0462/ct.nii.gz,"(194, 193, 336)","(1.4999998807907104, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0497/ct.nii.gz,"(188, 188, 244)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0789/ct.nii.gz,"(279, 279, 242)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0445/ct.nii.gz,"(239, 239, 134)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0042/ct.nii.gz,"(285, 285, 332)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0388/ct.nii.gz,"(154, 154, 102)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0191/ct.nii.gz,"(98, 111, 339)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0852/ct.nii.gz,"(219, 219, 37)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1020/ct.nii.gz,"(209, 209, 90)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0236/ct.nii.gz,"(252, 198, 308)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0307/ct.nii.gz,"(240, 240, 287)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1375/ct.nii.gz,"(276, 276, 165)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0194/ct.nii.gz,"(227, 227, 279)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0739/ct.nii.gz,"(263, 263, 440)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0039/ct.nii.gz,"(296, 296, 92)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0791/ct.nii.gz,"(124, 124, 149)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0923/ct.nii.gz,"(281, 281, 500)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0349/ct.nii.gz,"(268, 268, 231)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0783/ct.nii.gz,"(165, 159, 659)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0406/ct.nii.gz,"(278, 278, 316)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0098/ct.nii.gz,"(231, 170, 231)","(1.5, 1.5, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s0981/ct.nii.gz,"(221, 221, 174)","(1.5, 1.5, 1.5)"
